,vid,HG03453,HG01891,HG02559,HG01978,HG00673,HG00741,HG02486,HG00735,HG01258,HG01106,HG03516,HG03579,HG01123,HG03540,HG02622,HG02717,HG01928,HG01952,HG02572,HG02148,HG01358,HG02886,HG00438,HG01175,HG02630,HG00621,HG01361,HG02257
410122,410122.0,50.0,47.0,45.0,30.0,37.0,29.0,31.0,31.0,24.0,35.0,43.0,30.0,33.0,63.0,46.0,40.0,28.0,34.0,23.0,36.0,34.0,26.0,25.0,35.0,47.0,33.0,29.0,40.0
410179,410179.0,47.0,33.0,30.0,28.0,42.0,36.0,25.0,29.0,28.0,35.0,37.0,48.0,43.0,51.0,54.0,40.0,30.0,42.0,25.0,30.0,28.0,38.0,38.0,30.0,41.0,29.0,45.0,36.0
410185,410185.0,36.0,40.0,36.0,31.0,43.0,32.0,33.0,38.0,35.0,25.0,23.0,37.0,34.0,49.0,57.0,39.0,27.0,36.0,29.0,43.0,29.0,31.0,35.0,35.0,61.0,43.0,32.0,30.0
410189,410189.0,37.0,39.0,39.0,32.0,45.0,36.0,32.0,33.0,32.0,23.0,28.0,37.0,34.0,54.0,58.0,36.0,30.0,37.0,22.0,41.0,29.0,29.0,39.0,41.0,59.0,42.0,34.0,24.0
410217,410217.0,48.0,34.0,41.0,40.0,42.0,26.0,37.0,21.0,37.0,25.0,33.0,26.0,35.0,55.0,51.0,40.0,24.0,35.0,34.0,34.0,38.0,32.0,30.0,33.0,48.0,36.0,41.0,28.0
410223,410223.0,42.0,35.0,37.0,42.0,36.0,21.0,43.0,29.0,36.0,41.0,40.0,51.0,30.0,49.0,55.0,53.0,36.0,45.0,33.0,26.0,40.0,41.0,29.0,45.0,37.0,44.0,41.0,32.0
410239,410239.0,42.0,47.0,35.0,30.0,36.0,28.0,53.0,49.0,19.0,23.0,36.0,33.0,37.0,42.0,45.0,46.0,26.0,29.0,32.0,31.0,39.0,38.0,33.0,38.0,37.0,47.0,44.0,37.0
410240,410240.0,42.0,49.0,35.0,30.0,37.0,28.0,52.0,50.0,19.0,23.0,36.0,33.0,37.0,43.0,46.0,46.0,26.0,29.0,32.0,32.0,39.0,39.0,33.0,38.0,38.0,47.0,44.0,37.0
410290,410290.0,38.0,35.0,24.0,36.0,32.0,27.0,37.0,38.0,33.0,22.0,27.0,38.0,32.0,46.0,50.0,42.0,27.0,45.0,18.0,26.0,36.0,39.0,37.0,29.0,38.0,29.0,33.0,34.0
410366,410366.0,42.0,24.0,25.0,24.0,33.0,20.0,22.0,22.0,28.0,25.0,36.0,39.0,24.0,40.0,32.0,39.0,23.0,30.0,24.0,35.0,25.0,33.0,28.0,32.0,21.0,36.0,29.0,22.0
410371,410371.0,41.0,25.0,25.0,24.0,33.0,20.0,25.0,22.0,28.0,25.0,36.0,39.0,24.0,40.0,32.0,39.0,23.0,30.0,25.0,35.0,27.0,34.0,29.0,32.0,21.0,36.0,30.0,22.0
410407,410407.0,35.0,32.0,38.0,26.0,36.0,32.0,41.0,29.0,16.0,31.0,29.0,35.0,29.0,50.0,36.0,37.0,21.0,23.0,23.0,21.0,31.0,36.0,25.0,34.0,49.0,34.0,37.0,24.0
410419,410419.0,51.0,38.0,42.0,29.0,45.0,23.0,38.0,41.0,32.0,30.0,30.0,40.0,31.0,38.0,42.0,52.0,31.0,40.0,25.0,42.0,33.0,25.0,34.0,39.0,35.0,31.0,37.0,36.0
410436,410436.0,29.0,32.0,33.0,31.0,43.0,25.0,33.0,31.0,28.0,27.0,37.0,54.0,26.0,52.0,47.0,32.0,23.0,35.0,24.0,38.0,24.0,43.0,34.0,37.0,47.0,35.0,40.0,28.0
410437,410437.0,30.0,33.0,33.0,31.0,43.0,26.0,34.0,31.0,28.0,27.0,37.0,54.0,26.0,53.0,47.0,33.0,23.0,35.0,25.0,38.0,24.0,43.0,35.0,37.0,47.0,35.0,41.0,28.0
410522,410522.0,31.0,40.0,27.0,20.0,23.0,16.0,24.0,25.0,18.0,28.0,30.0,29.0,29.0,29.0,32.0,32.0,19.0,26.0,19.0,18.0,25.0,31.0,27.0,25.0,39.0,24.0,28.0,21.0
410603,410603.0,43.0,30.0,22.0,12.0,30.0,21.0,23.0,26.0,25.0,22.0,21.0,35.0,30.0,36.0,33.0,31.0,27.0,24.0,15.0,28.0,21.0,30.0,18.0,17.0,26.0,27.0,20.0,22.0
410604,410604.0,43.0,30.0,22.0,12.0,30.0,21.0,23.0,26.0,25.0,22.0,21.0,36.0,31.0,37.0,33.0,31.0,27.0,24.0,15.0,28.0,21.0,30.0,18.0,17.0,26.0,27.0,20.0,23.0
410606,410606.0,43.0,30.0,22.0,12.0,30.0,21.0,23.0,26.0,25.0,23.0,22.0,36.0,31.0,37.0,33.0,31.0,27.0,24.0,15.0,28.0,21.0,30.0,19.0,17.0,26.0,27.0,20.0,23.0
410607,410607.0,43.0,30.0,22.0,12.0,30.0,21.0,23.0,26.0,26.0,22.0,21.0,35.0,28.0,36.0,33.0,31.0,27.0,24.0,15.0,28.0,20.0,30.0,18.0,17.0,26.0,27.0,20.0,22.0
410608,410608.0,43.0,30.0,23.0,12.0,30.0,21.0,23.0,26.0,26.0,22.0,21.0,35.0,30.0,36.0,33.0,32.0,27.0,24.0,15.0,28.0,22.0,30.0,18.0,17.0,26.0,27.0,20.0,22.0
410609,410609.0,43.0,30.0,23.0,12.0,30.0,21.0,23.0,26.0,26.0,22.0,21.0,35.0,30.0,36.0,33.0,33.0,27.0,24.0,15.0,28.0,22.0,30.0,18.0,17.0,27.0,27.0,20.0,22.0
410610,410610.0,43.0,30.0,23.0,12.0,30.0,21.0,23.0,26.0,26.0,22.0,21.0,35.0,30.0,36.0,33.0,34.0,27.0,24.0,15.0,28.0,22.0,30.0,18.0,17.0,27.0,27.0,20.0,22.0
410611,410611.0,43.0,30.0,23.0,12.0,30.0,21.0,23.0,26.0,26.0,22.0,22.0,35.0,30.0,36.0,33.0,34.0,27.0,24.0,15.0,28.0,22.0,30.0,18.0,17.0,27.0,27.0,20.0,22.0
410692,410692.0,31.0,40.0,32.0,27.0,33.0,17.0,18.0,28.0,17.0,21.0,37.0,30.0,19.0,37.0,29.0,27.0,25.0,31.0,13.0,23.0,24.0,27.0,29.0,20.0,36.0,37.0,29.0,25.0
410695,410695.0,30.0,39.0,32.0,27.0,34.0,17.0,19.0,28.0,18.0,20.0,37.0,29.0,17.0,38.0,30.0,26.0,26.0,31.0,13.0,23.0,25.0,28.0,29.0,22.0,36.0,37.0,29.0,25.0
410696,410696.0,30.0,36.0,34.0,28.0,36.0,14.0,21.0,26.0,20.0,21.0,32.0,32.0,18.0,35.0,24.0,25.0,25.0,25.0,14.0,23.0,25.0,24.0,28.0,26.0,38.0,36.0,29.0,26.0
410703,410703.0,30.0,26.0,34.0,25.0,29.0,16.0,24.0,25.0,15.0,26.0,27.0,30.0,34.0,36.0,22.0,26.0,28.0,26.0,16.0,28.0,23.0,23.0,27.0,28.0,33.0,32.0,23.0,32.0
410832,410832.0,45.0,24.0,32.0,34.0,47.0,50.0,35.0,42.0,31.0,26.0,31.0,46.0,30.0,55.0,47.0,33.0,30.0,36.0,20.0,35.0,21.0,36.0,32.0,32.0,45.0,29.0,25.0,30.0
410833,410833.0,45.0,24.0,32.0,34.0,47.0,50.0,36.0,42.0,32.0,26.0,31.0,47.0,30.0,57.0,47.0,33.0,30.0,36.0,21.0,35.0,21.0,36.0,32.0,32.0,47.0,29.0,25.0,30.0
410834,410834.0,45.0,24.0,33.0,34.0,47.0,50.0,37.0,42.0,32.0,27.0,31.0,47.0,30.0,57.0,47.0,33.0,30.0,36.0,22.0,35.0,22.0,36.0,32.0,32.0,47.0,29.0,25.0,31.0
410875,410875.0,40.0,39.0,31.0,20.0,38.0,18.0,28.0,32.0,16.0,21.0,37.0,41.0,26.0,43.0,37.0,44.0,23.0,25.0,21.0,32.0,32.0,32.0,28.0,19.0,38.0,31.0,30.0,25.0
410904,410904.0,29.0,25.0,24.0,18.0,19.0,9.0,18.0,18.0,14.0,16.0,18.0,26.0,21.0,34.0,27.0,24.0,5.0,21.0,11.0,18.0,25.0,20.0,24.0,19.0,23.0,26.0,14.0,21.0
410905,410905.0,29.0,25.0,24.0,18.0,19.0,9.0,18.0,18.0,14.0,16.0,18.0,26.0,21.0,34.0,27.0,24.0,5.0,21.0,11.0,18.0,26.0,20.0,24.0,19.0,23.0,26.0,14.0,21.0
410926,410926.0,30.0,29.0,32.0,23.0,21.0,16.0,18.0,15.0,20.0,28.0,23.0,26.0,25.0,29.0,27.0,29.0,9.0,24.0,14.0,15.0,22.0,18.0,28.0,22.0,35.0,22.0,22.0,24.0
410927,410927.0,30.0,30.0,32.0,23.0,21.0,16.0,18.0,15.0,20.0,28.0,23.0,26.0,25.0,29.0,27.0,29.0,9.0,24.0,14.0,15.0,22.0,18.0,29.0,22.0,35.0,23.0,22.0,24.0
410939,410939.0,37.0,46.0,34.0,35.0,42.0,38.0,45.0,29.0,26.0,32.0,43.0,39.0,39.0,58.0,56.0,51.0,33.0,35.0,24.0,39.0,28.0,24.0,37.0,27.0,34.0,27.0,28.0,38.0
410940,410940.0,37.0,46.0,34.0,35.0,42.0,38.0,45.0,29.0,26.0,32.0,43.0,39.0,39.0,58.0,56.0,51.0,33.0,35.0,24.0,39.0,28.0,24.0,37.0,27.0,34.0,27.0,28.0,38.0
410944,410944.0,43.0,47.0,38.0,42.0,31.0,37.0,29.0,25.0,31.0,36.0,39.0,38.0,40.0,64.0,40.0,49.0,24.0,29.0,32.0,28.0,37.0,38.0,29.0,30.0,42.0,31.0,42.0,28.0
410957,410957.0,37.0,39.0,40.0,32.0,31.0,34.0,26.0,35.0,12.0,34.0,32.0,41.0,30.0,54.0,40.0,36.0,28.0,33.0,28.0,30.0,29.0,40.0,30.0,38.0,41.0,28.0,35.0,33.0
410993,410993.0,40.0,31.0,42.0,31.0,37.0,21.0,36.0,35.0,36.0,26.0,34.0,40.0,28.0,58.0,61.0,44.0,31.0,24.0,24.0,34.0,36.0,35.0,33.0,33.0,55.0,39.0,28.0,33.0
410994,410994.0,40.0,31.0,42.0,31.0,37.0,21.0,36.0,35.0,36.0,26.0,34.0,40.0,28.0,58.0,61.0,44.0,31.0,24.0,24.0,34.0,36.0,35.0,33.0,33.0,55.0,39.0,28.0,33.0
410997,410997.0,39.0,30.0,42.0,31.0,38.0,24.0,34.0,34.0,33.0,26.0,34.0,42.0,29.0,59.0,56.0,44.0,31.0,25.0,23.0,33.0,33.0,37.0,32.0,30.0,56.0,41.0,30.0,32.0
410998,410998.0,39.0,30.0,42.0,31.0,38.0,24.0,34.0,34.0,33.0,26.0,34.0,42.0,29.0,59.0,56.0,44.0,31.0,25.0,23.0,33.0,33.0,37.0,32.0,30.0,56.0,41.0,30.0,32.0
411010,411010.0,46.0,42.0,43.0,45.0,44.0,26.0,38.0,39.0,33.0,40.0,32.0,39.0,35.0,60.0,61.0,54.0,32.0,37.0,29.0,32.0,31.0,36.0,35.0,36.0,48.0,44.0,37.0,36.0
411061,411061.0,36.0,27.0,26.0,22.0,39.0,22.0,27.0,31.0,32.0,27.0,23.0,38.0,29.0,50.0,45.0,43.0,16.0,36.0,24.0,34.0,26.0,32.0,38.0,26.0,42.0,33.0,30.0,33.0
411097,411097.0,46.0,46.0,30.0,24.0,40.0,29.0,35.0,31.0,27.0,36.0,47.0,41.0,45.0,58.0,48.0,40.0,37.0,36.0,21.0,33.0,29.0,40.0,30.0,28.0,43.0,44.0,37.0,31.0
411124,411124.0,25.0,35.0,40.0,34.0,53.0,26.0,33.0,32.0,22.0,33.0,35.0,38.0,19.0,42.0,32.0,32.0,22.0,33.0,25.0,26.0,31.0,33.0,33.0,30.0,48.0,27.0,29.0,28.0
411195,411195.0,52.0,28.0,52.0,37.0,49.0,32.0,29.0,37.0,40.0,45.0,39.0,37.0,35.0,46.0,50.0,42.0,29.0,43.0,31.0,42.0,47.0,34.0,51.0,41.0,39.0,37.0,30.0,42.0
411197,411197.0,50.0,30.0,48.0,41.0,53.0,32.0,26.0,41.0,41.0,44.0,38.0,38.0,40.0,49.0,52.0,42.0,35.0,44.0,30.0,45.0,47.0,36.0,56.0,43.0,44.0,36.0,35.0,42.0
411245,411245.0,41.0,35.0,43.0,29.0,37.0,36.0,26.0,42.0,23.0,32.0,36.0,42.0,47.0,64.0,44.0,46.0,31.0,29.0,25.0,55.0,47.0,33.0,29.0,43.0,31.0,36.0,35.0,45.0
411248,411248.0,46.0,34.0,39.0,27.0,38.0,36.0,29.0,42.0,24.0,31.0,33.0,45.0,39.0,64.0,50.0,43.0,30.0,33.0,15.0,55.0,46.0,29.0,33.0,39.0,31.0,33.0,34.0,38.0
411253,411253.0,47.0,29.0,43.0,26.0,39.0,26.0,24.0,33.0,33.0,30.0,33.0,43.0,30.0,61.0,48.0,40.0,26.0,35.0,6.0,50.0,32.0,34.0,34.0,40.0,43.0,35.0,26.0,33.0
411254,411254.0,46.0,30.0,43.0,26.0,38.0,26.0,24.0,33.0,33.0,31.0,33.0,41.0,29.0,61.0,48.0,40.0,26.0,35.0,6.0,50.0,32.0,34.0,33.0,38.0,42.0,35.0,26.0,33.0
411328,411328.0,52.0,45.0,39.0,34.0,41.0,40.0,33.0,41.0,53.0,38.0,30.0,39.0,32.0,50.0,48.0,57.0,34.0,50.0,35.0,43.0,48.0,28.0,31.0,38.0,25.0,37.0,40.0,31.0
411333,411333.0,44.0,34.0,32.0,41.0,32.0,33.0,25.0,28.0,40.0,30.0,43.0,40.0,33.0,55.0,38.0,36.0,33.0,44.0,24.0,44.0,37.0,36.0,28.0,42.0,38.0,38.0,27.0,40.0
411363,411363.0,44.0,39.0,35.0,45.0,33.0,39.0,42.0,37.0,42.0,40.0,30.0,33.0,28.0,53.0,46.0,41.0,37.0,40.0,42.0,47.0,34.0,33.0,42.0,39.0,31.0,37.0,44.0,43.0
411392,411392.0,43.0,42.0,33.0,52.0,37.0,32.0,42.0,42.0,31.0,44.0,41.0,35.0,38.0,58.0,61.0,41.0,35.0,27.0,38.0,43.0,29.0,33.0,33.0,44.0,40.0,46.0,45.0,24.0
411396,411396.0,39.0,38.0,34.0,48.0,38.0,29.0,39.0,41.0,31.0,48.0,37.0,39.0,35.0,58.0,62.0,39.0,33.0,25.0,41.0,35.0,28.0,32.0,27.0,42.0,34.0,46.0,44.0,26.0
411397,411397.0,39.0,40.0,34.0,48.0,40.0,29.0,41.0,41.0,32.0,48.0,37.0,39.0,35.0,58.0,62.0,40.0,33.0,25.0,42.0,35.0,28.0,33.0,28.0,42.0,35.0,47.0,44.0,26.0
411401,411401.0,36.0,46.0,38.0,39.0,35.0,28.0,37.0,41.0,39.0,46.0,37.0,42.0,23.0,51.0,46.0,47.0,44.0,39.0,31.0,51.0,40.0,34.0,37.0,46.0,31.0,51.0,40.0,39.0
411408,411408.0,40.0,37.0,37.0,33.0,38.0,35.0,41.0,50.0,33.0,40.0,32.0,40.0,35.0,53.0,44.0,54.0,34.0,47.0,28.0,42.0,35.0,26.0,48.0,32.0,37.0,34.0,45.0,34.0
411412,411412.0,41.0,36.0,34.0,29.0,41.0,36.0,32.0,49.0,26.0,32.0,28.0,47.0,30.0,50.0,37.0,45.0,24.0,40.0,32.0,39.0,28.0,30.0,49.0,31.0,34.0,30.0,36.0,32.0
411422,411422.0,40.0,34.0,30.0,39.0,39.0,44.0,33.0,47.0,21.0,31.0,40.0,43.0,28.0,45.0,48.0,42.0,43.0,39.0,26.0,29.0,32.0,35.0,46.0,46.0,25.0,43.0,30.0,32.0
411432,411432.0,49.0,36.0,37.0,45.0,30.0,36.0,21.0,45.0,26.0,29.0,33.0,27.0,30.0,41.0,49.0,42.0,39.0,39.0,34.0,31.0,40.0,18.0,41.0,32.0,40.0,44.0,26.0,33.0
411475,411475.0,39.0,31.0,26.0,39.0,34.0,31.0,29.0,36.0,25.0,28.0,29.0,40.0,43.0,46.0,39.0,27.0,21.0,36.0,29.0,34.0,26.0,26.0,34.0,32.0,32.0,34.0,46.0,32.0
411478,411478.0,39.0,31.0,27.0,39.0,34.0,31.0,31.0,37.0,25.0,28.0,30.0,40.0,43.0,46.0,39.0,28.0,21.0,36.0,29.0,36.0,27.0,26.0,34.0,32.0,33.0,35.0,47.0,32.0
411480,411480.0,51.0,31.0,34.0,37.0,45.0,29.0,33.0,40.0,25.0,24.0,30.0,41.0,39.0,52.0,46.0,31.0,20.0,43.0,29.0,38.0,35.0,32.0,30.0,36.0,34.0,28.0,47.0,34.0
411488,411488.0,54.0,37.0,30.0,28.0,44.0,42.0,31.0,45.0,29.0,35.0,34.0,31.0,32.0,54.0,46.0,38.0,29.0,43.0,30.0,39.0,32.0,31.0,28.0,26.0,36.0,33.0,37.0,41.0
411502,411502.0,47.0,30.0,40.0,29.0,40.0,27.0,30.0,38.0,31.0,28.0,40.0,30.0,40.0,50.0,46.0,49.0,37.0,41.0,45.0,29.0,34.0,33.0,37.0,29.0,43.0,26.0,32.0,34.0
411505,411505.0,34.0,20.0,35.0,25.0,37.0,35.0,25.0,48.0,25.0,38.0,40.0,35.0,26.0,50.0,44.0,42.0,29.0,27.0,28.0,33.0,33.0,25.0,28.0,25.0,34.0,42.0,22.0,30.0
411510,411510.0,42.0,41.0,34.0,32.0,39.0,29.0,45.0,47.0,31.0,41.0,33.0,34.0,31.0,54.0,44.0,31.0,34.0,27.0,33.0,39.0,31.0,45.0,35.0,25.0,33.0,53.0,37.0,31.0
411516,411516.0,40.0,24.0,38.0,37.0,41.0,25.0,35.0,42.0,37.0,40.0,38.0,45.0,31.0,44.0,49.0,32.0,36.0,38.0,42.0,32.0,40.0,35.0,38.0,40.0,34.0,33.0,37.0,41.0
411530,411530.0,38.0,38.0,24.0,35.0,28.0,32.0,41.0,36.0,32.0,29.0,30.0,37.0,23.0,61.0,47.0,41.0,34.0,49.0,40.0,43.0,47.0,33.0,42.0,32.0,37.0,34.0,21.0,30.0
411555,411555.0,40.0,29.0,32.0,39.0,32.0,26.0,32.0,29.0,29.0,24.0,37.0,36.0,26.0,53.0,40.0,40.0,21.0,35.0,28.0,29.0,32.0,33.0,36.0,30.0,40.0,46.0,23.0,26.0
411558,411558.0,39.0,35.0,34.0,40.0,36.0,27.0,37.0,30.0,29.0,27.0,39.0,39.0,26.0,53.0,44.0,43.0,23.0,38.0,29.0,30.0,32.0,36.0,37.0,31.0,41.0,46.0,23.0,28.0
411559,411559.0,40.0,38.0,34.0,40.0,38.0,27.0,38.0,31.0,33.0,27.0,41.0,42.0,25.0,54.0,45.0,45.0,23.0,40.0,30.0,32.0,33.0,38.0,38.0,33.0,39.0,43.0,24.0,28.0
411573,411573.0,57.0,32.0,41.0,34.0,42.0,34.0,33.0,38.0,35.0,21.0,49.0,29.0,31.0,49.0,36.0,36.0,28.0,25.0,49.0,33.0,37.0,34.0,35.0,41.0,46.0,23.0,33.0,27.0
411574,411574.0,59.0,34.0,42.0,35.0,44.0,35.0,36.0,38.0,36.0,22.0,51.0,30.0,32.0,50.0,37.0,39.0,29.0,25.0,49.0,35.0,37.0,34.0,36.0,41.0,47.0,24.0,35.0,28.0
411587,411587.0,39.0,31.0,34.0,30.0,45.0,30.0,31.0,26.0,29.0,32.0,30.0,36.0,35.0,65.0,41.0,48.0,23.0,31.0,43.0,30.0,22.0,30.0,27.0,35.0,36.0,42.0,28.0,29.0
411590,411590.0,38.0,31.0,37.0,31.0,43.0,34.0,30.0,27.0,28.0,36.0,31.0,39.0,36.0,67.0,41.0,49.0,24.0,32.0,44.0,29.0,25.0,30.0,29.0,35.0,38.0,45.0,31.0,31.0
411591,411591.0,41.0,27.0,35.0,23.0,36.0,36.0,26.0,33.0,24.0,38.0,29.0,45.0,34.0,48.0,39.0,43.0,21.0,32.0,30.0,27.0,26.0,26.0,28.0,24.0,48.0,50.0,24.0,33.0
411599,411599.0,38.0,34.0,27.0,29.0,41.0,41.0,32.0,35.0,26.0,30.0,31.0,44.0,35.0,49.0,42.0,42.0,20.0,28.0,32.0,31.0,29.0,28.0,27.0,25.0,44.0,50.0,28.0,31.0
411600,411600.0,39.0,34.0,28.0,30.0,42.0,43.0,33.0,35.0,28.0,31.0,32.0,46.0,34.0,48.0,43.0,40.0,20.0,32.0,31.0,33.0,31.0,30.0,28.0,24.0,45.0,50.0,27.0,31.0
411606,411606.0,42.0,43.0,37.0,35.0,37.0,41.0,31.0,26.0,35.0,28.0,26.0,44.0,29.0,53.0,36.0,42.0,22.0,35.0,29.0,40.0,34.0,32.0,35.0,32.0,29.0,40.0,35.0,26.0
411642,411642.0,38.0,43.0,32.0,37.0,34.0,40.0,34.0,33.0,34.0,30.0,42.0,32.0,38.0,49.0,49.0,46.0,23.0,40.0,33.0,33.0,32.0,33.0,34.0,36.0,33.0,34.0,46.0,41.0
411644,411644.0,37.0,44.0,32.0,37.0,35.0,41.0,33.0,31.0,33.0,31.0,43.0,35.0,36.0,44.0,48.0,50.0,22.0,41.0,32.0,30.0,33.0,31.0,33.0,38.0,36.0,38.0,45.0,41.0
411646,411646.0,32.0,38.0,28.0,29.0,34.0,36.0,31.0,31.0,29.0,30.0,36.0,32.0,28.0,40.0,42.0,39.0,19.0,40.0,34.0,27.0,32.0,28.0,33.0,37.0,33.0,32.0,41.0,35.0
411664,411664.0,39.0,47.0,42.0,39.0,42.0,36.0,30.0,37.0,34.0,44.0,40.0,43.0,30.0,51.0,49.0,50.0,35.0,36.0,42.0,36.0,34.0,22.0,42.0,29.0,39.0,47.0,44.0,45.0
411666,411666.0,32.0,43.0,35.0,36.0,39.0,34.0,28.0,37.0,30.0,36.0,31.0,39.0,26.0,44.0,46.0,39.0,30.0,35.0,41.0,34.0,26.0,18.0,39.0,24.0,36.0,41.0,40.0,39.0
411677,411677.0,37.0,19.0,33.0,29.0,34.0,25.0,25.0,29.0,36.0,40.0,24.0,31.0,31.0,44.0,39.0,47.0,24.0,38.0,34.0,36.0,26.0,25.0,36.0,33.0,37.0,39.0,35.0,31.0
411707,411707.0,40.0,63.0,45.0,27.0,42.0,33.0,42.0,29.0,35.0,39.0,33.0,40.0,54.0,47.0,48.0,52.0,29.0,45.0,45.0,42.0,36.0,29.0,31.0,28.0,33.0,38.0,42.0,50.0
411708,411708.0,39.0,56.0,38.0,27.0,41.0,29.0,41.0,27.0,36.0,36.0,26.0,39.0,48.0,44.0,48.0,48.0,29.0,41.0,44.0,40.0,34.0,28.0,27.0,26.0,29.0,37.0,39.0,51.0
411727,411727.0,42.0,35.0,50.0,36.0,32.0,31.0,35.0,49.0,33.0,37.0,52.0,42.0,52.0,48.0,44.0,41.0,19.0,52.0,33.0,42.0,47.0,41.0,35.0,31.0,36.0,44.0,46.0,35.0
411738,411738.0,39.0,32.0,36.0,19.0,29.0,28.0,46.0,23.0,23.0,37.0,27.0,36.0,41.0,41.0,40.0,42.0,21.0,31.0,39.0,27.0,29.0,28.0,28.0,27.0,31.0,36.0,40.0,31.0
411767,411767.0,41.0,34.0,34.0,25.0,44.0,37.0,40.0,37.0,35.0,35.0,33.0,43.0,42.0,49.0,46.0,41.0,34.0,32.0,28.0,22.0,35.0,31.0,31.0,32.0,33.0,40.0,31.0,29.0
411776,411776.0,48.0,45.0,43.0,44.0,52.0,22.0,39.0,49.0,38.0,33.0,33.0,39.0,36.0,54.0,46.0,46.0,37.0,45.0,52.0,28.0,29.0,32.0,39.0,42.0,33.0,43.0,33.0,31.0
411803,411803.0,42.0,40.0,36.0,25.0,35.0,32.0,15.0,45.0,26.0,25.0,41.0,41.0,36.0,54.0,37.0,44.0,20.0,30.0,19.0,37.0,23.0,23.0,23.0,36.0,38.0,35.0,35.0,28.0
411811,411811.0,43.0,33.0,34.0,36.0,56.0,29.0,18.0,32.0,21.0,32.0,28.0,31.0,33.0,47.0,36.0,27.0,31.0,26.0,33.0,25.0,26.0,22.0,34.0,29.0,32.0,38.0,49.0,32.0
411812,411812.0,43.0,33.0,34.0,36.0,56.0,29.0,18.0,32.0,21.0,32.0,28.0,31.0,33.0,47.0,36.0,27.0,31.0,26.0,33.0,25.0,26.0,22.0,34.0,29.0,32.0,38.0,50.0,32.0
411817,411817.0,40.0,31.0,36.0,37.0,49.0,27.0,20.0,34.0,22.0,24.0,23.0,28.0,26.0,47.0,36.0,31.0,33.0,27.0,36.0,34.0,30.0,17.0,27.0,35.0,25.0,37.0,40.0,26.0
411830,411830.0,37.0,37.0,27.0,18.0,44.0,26.0,26.0,35.0,18.0,31.0,35.0,32.0,41.0,34.0,38.0,38.0,28.0,31.0,26.0,42.0,31.0,30.0,29.0,28.0,33.0,39.0,28.0,26.0
411836,411836.0,37.0,26.0,31.0,27.0,40.0,29.0,31.0,37.0,24.0,34.0,26.0,38.0,41.0,38.0,46.0,35.0,43.0,41.0,31.0,39.0,30.0,28.0,33.0,31.0,26.0,30.0,24.0,33.0
411873,411873.0,37.0,30.0,30.0,28.0,26.0,31.0,33.0,50.0,27.0,30.0,28.0,23.0,36.0,37.0,43.0,50.0,37.0,35.0,26.0,25.0,24.0,32.0,32.0,33.0,35.0,29.0,23.0,23.0
411887,411887.0,39.0,43.0,45.0,30.0,36.0,27.0,41.0,43.0,32.0,44.0,28.0,42.0,44.0,55.0,35.0,48.0,29.0,36.0,32.0,34.0,31.0,24.0,32.0,34.0,39.0,38.0,39.0,34.0
411889,411889.0,40.0,38.0,36.0,28.0,39.0,28.0,37.0,40.0,31.0,42.0,24.0,43.0,36.0,51.0,35.0,43.0,30.0,33.0,35.0,32.0,28.0,25.0,35.0,33.0,39.0,39.0,37.0,30.0
411928,411928.0,35.0,35.0,38.0,26.0,31.0,31.0,27.0,31.0,27.0,28.0,29.0,29.0,31.0,43.0,40.0,35.0,33.0,30.0,41.0,27.0,29.0,27.0,39.0,30.0,39.0,35.0,34.0,25.0
411936,411936.0,47.0,43.0,33.0,43.0,33.0,26.0,35.0,48.0,34.0,36.0,34.0,29.0,31.0,46.0,47.0,55.0,34.0,41.0,37.0,28.0,29.0,35.0,40.0,43.0,34.0,48.0,46.0,38.0
411943,411943.0,42.0,26.0,37.0,27.0,23.0,28.0,28.0,39.0,34.0,25.0,24.0,22.0,19.0,39.0,32.0,38.0,37.0,25.0,20.0,34.0,33.0,28.0,35.0,25.0,19.0,41.0,28.0,28.0
411946,411946.0,43.0,28.0,41.0,27.0,28.0,28.0,32.0,42.0,37.0,25.0,29.0,23.0,19.0,40.0,35.0,42.0,38.0,27.0,20.0,33.0,33.0,29.0,38.0,25.0,19.0,42.0,26.0,32.0
411958,411958.0,38.0,31.0,36.0,49.0,40.0,29.0,34.0,41.0,36.0,31.0,39.0,36.0,41.0,47.0,47.0,49.0,25.0,33.0,32.0,46.0,31.0,38.0,39.0,35.0,42.0,47.0,43.0,36.0
411961,411961.0,46.0,38.0,39.0,50.0,43.0,32.0,34.0,43.0,41.0,35.0,40.0,38.0,46.0,50.0,52.0,58.0,26.0,36.0,35.0,49.0,39.0,41.0,45.0,38.0,45.0,49.0,49.0,40.0
411962,411962.0,45.0,39.0,37.0,51.0,44.0,31.0,34.0,44.0,42.0,36.0,41.0,35.0,45.0,51.0,52.0,58.0,28.0,37.0,36.0,49.0,39.0,41.0,44.0,38.0,45.0,50.0,47.0,39.0
411978,411978.0,48.0,35.0,28.0,36.0,36.0,37.0,41.0,36.0,29.0,33.0,34.0,42.0,35.0,49.0,51.0,44.0,30.0,40.0,49.0,47.0,31.0,24.0,44.0,33.0,42.0,35.0,29.0,32.0
411980,411980.0,49.0,41.0,32.0,37.0,40.0,40.0,42.0,39.0,32.0,37.0,41.0,44.0,38.0,52.0,54.0,53.0,35.0,40.0,50.0,49.0,33.0,26.0,46.0,35.0,42.0,38.0,33.0,36.0
